episode,advertiser_id,strategy,budget,target_cpa,conversions,expected_conversions,cost,win_pv,compete_pv,score,budget_utilization,last_compete_tick,actual_cpa
0,0,llm:us.anthropic.claude-haiku-4-5-20251001-v1:0,2900.0,100.0,2.0,0.6973328164396458,217.20359580268862,995,49978,1.6957271186240626,0.07489779165609953,46,108.60179789591422
0,1,upstream:iql,4350.0,70.0,0.0,0.048364867287308225,3.922951767876235,30,49978,0.0,0.0009018279926152265,45,39229517678.762344
0,2,upstream:td3_bc,3000.0,90.0,0.0,0.21393753505202134,15.157903192057706,94,49978,0.0,0.005052634397352569,47,151579031920.57706
0,3,upstream:onlinelp,2400.0,110.0,0.0,0.016096854751272663,1.1021029571110625,8,49978,0.0,0.0004592095654629427,47,11021029571.110624
0,4,upstream:onlinelp,4800.0,60.0,0.0,0.5120156708314068,37.64587071023745,356,49978,0.0,0.00784288973129947,39,376458707102.3745
0,5,upstream:cql,2000.0,130.0,1.0,1.1632696262066258,148.10526698740878,860,49978,0.7704521970452357,0.07405263349370439,47,148.10526697259826
0,6,upstream:bc,2050.0,120.0,8.0,6.298838697364574,682.5602262684872,3453,49978,8.0,0.3329562079358474,47,85.3200282824944
0,7,upstream:mopo,3500.0,80.0,2.0,1.288225268828995,98.94681109579851,521,49978,2.0,0.02827051745594243,47,49.473405545425585
0,8,pid,4600.0,70.0,10.0,12.634489373652986,4192.189949588949,18749,49978,0.27881374195674774,0.911345641214989,47,419.21899495470274
0,9,upstream:bcq,2000.0,130.0,1.0,1.5514733859094576,117.14679000386475,912,49978,1.0,0.05857339500193238,44,117.14678999215008
0,10,upstream:mopo,2800.0,100.0,0.0,0.016626784036567335,1.400546018621587,15,49978,0.0,0.0005001950066505668,30,14005460186.21587
0,11,upstream:onlinelp,2350.0,110.0,0.0,0.10656310256634328,13.389693307295051,80,49978,0.0,0.005697741832891511,47,133896933072.9505
