episode,advertiser_id,strategy,budget,target_cpa,conversions,expected_conversions,cost,win_pv,compete_pv,score,budget_utilization,last_compete_tick,actual_cpa
0,0,llm:openai.gpt-5.6-terra,2900.0,100.0,29.0,32.478193906751926,2899.97291687786,28156,492884,29.0,0.9999906609923654,46,99.99906609889173
0,1,upstream:iql,4350.0,70.0,42.0,41.82561745325593,3867.2728205526996,38082,499980,24.273607738116795,0.889028234609816,47,92.07792429865457
0,2,upstream:td3_bc,3000.0,90.0,33.0,37.958468474533014,2999.9598567477865,28790,499980,32.3441655943316,0.9999866189159289,47,90.90787444662713
0,3,upstream:onlinelp,2400.0,110.0,34.0,24.915119931825267,2379.6812049140917,24562,499980,34.0,0.9915338353808716,47,69.99062367373801
0,4,upstream:onlinelp,4800.0,60.0,34.0,31.06306018859605,2319.1933734475247,24220,499980,26.306636811730687,0.48316528613490095,47,68.21156980707951
0,5,upstream:cql,2000.0,130.0,19.0,20.72558500787399,1999.943109749247,19069,470128,19.0,0.9999715548746235,43,105.26016367045901
0,6,upstream:bc,2050.0,120.0,23.0,24.920911673744506,2049.935811369843,16047,351258,23.0,0.9999686884730942,34,89.12764397221437
0,7,upstream:mopo,3500.0,80.0,43.0,39.18143214494154,3499.963459404129,30453,453435,41.53921836899519,0.9999895598297511,42,81.39449905572069
0,8,pid,4600.0,70.0,34.0,40.46915031218169,4599.947082700501,42921,499980,9.101797310334414,0.9999884962392392,47,135.29256125549915
0,9,upstream:bcq,2000.0,130.0,29.0,26.696884270696277,1999.9934976608479,19067,272500,29.0,0.9999967488304239,27,68.96529302255006
0,10,upstream:mopo,2800.0,100.0,20.0,15.479035960256049,1526.037631570057,18806,499980,20.0,0.545013439846449,47,76.30188157812135
0,11,upstream:onlinelp,2350.0,110.0,21.0,17.739654686309045,1487.3049246395983,15696,499980,21.0,0.632895712612595,47,70.82404403011981
0,12,upstream:onlinelp,2050.0,120.0,11.0,14.540503006111557,1280.191340175583,15315,499980,11.0,0.6244835805734551,47,116.381030923995
0,13,upstream:td3_bc,2900.0,90.0,36.0,33.18285286997058,2865.231528901971,22437,499980,36.0,0.9880108720351625,47,79.58976469150033
0,14,upstream:iql,4750.0,60.0,63.0,60.42410836445697,4749.948400412579,45891,308581,39.8975626603027,0.999989136928964,30,75.39600635563554
0,15,upstream:combo,3450.0,80.0,20.0,21.240085233436222,1992.1757937279303,18623,499980,12.900740615699995,0.577442259051574,47,99.60878968589849
0,16,pid,2000.0,130.0,19.0,19.230039420790067,1999.9775173430373,17429,331694,19.0,0.9999887586715187,32,105.26197459644797
0,17,upstream:iql,3500.0,80.0,41.0,34.21388258049895,2469.165680930692,26459,499980,41.0,0.7054759088373406,47,60.22355319328462
0,18,upstream:td3_bc,2200.0,110.0,25.0,29.203412878859503,2098.661370869281,21800,499980,25.0,0.9539369867587641,47,83.94645483443547
0,19,upstream:onlinelp,2700.0,100.0,36.0,38.11041381228938,2699.9978735713703,26967,499980,36.0,0.9999992124338408,47,74.99994093232972
0,20,upstream:onlinelp,3100.0,90.0,3.0,2.6671298642817787,221.3021980080682,2644,499980,3.0,0.07138780580905425,47,73.76739933356382
0,21,upstream:cql,2100.0,120.0,39.0,39.42606711942678,2099.9100231731586,21534,478564,39.0,0.9999571538919803,44,53.84384674789165
0,22,upstream:bc,4850.0,60.0,44.0,58.20028285270868,4849.953341252907,47475,499980,13.037232457923086,0.9999903796397747,47,110.22621230095191
0,23,upstream:mopo,4100.0,70.0,56.0,47.37003679487892,4099.963652049658,40353,470128,51.19177024411993,0.999991134646258,43,73.21363664361314
0,24,pid,2000.0,120.0,11.0,12.385655913342562,1999.9143377736257,12280,85461,4.792010485577889,0.9999571688868129,16,181.81039434140405
0,25,upstream:bcq,4800.0,60.0,19.0,15.510405658129235,1238.2053908772348,15406,499980,16.10563760011994,0.25795945643275725,47,65.16870478266937
0,26,upstream:mopo,3050.0,90.0,21.0,32.49917539801167,2863.71696350566,32703,499980,9.147085085368015,0.9389235945920196,47,136.36747445200112
0,27,upstream:onlinelp,4250.0,70.0,15.0,14.438216547605407,1266.0063274148904,15478,499980,10.318061323094796,0.2978838417446801,47,84.4004218270967
