episode,advertiser_id,strategy,budget,target_cpa,conversions,expected_conversions,cost,win_pv,compete_pv,score,budget_utilization,last_compete_tick,actual_cpa
0,0,llm:haiku-4-5-v2prompt,2900.0,100.0,13.0,13.211459536600838,1267.6110813349655,10855,499976,13.0,0.4371072694258502,47,97.50854471732421
0,1,upstream:iql,4350.0,70.0,42.0,41.937971503790926,3898.795260291526,39125,499976,23.88268179983739,0.8962747724808106,47,92.82845857814864
0,2,upstream:td3_bc,3000.0,90.0,42.0,37.631517313393516,2999.9177322096098,29302,472724,42.0,0.9999725774032032,43,71.4266126714873
0,3,upstream:onlinelp,2400.0,110.0,20.0,23.080541186704984,2279.5326232168154,23110,499976,18.62875081478714,0.9498052596736731,47,113.9766311602709
0,4,upstream:onlinelp,4800.0,60.0,32.0,33.6355487002812,2481.4167399450885,26380,499976,19.158125783703497,0.5169618208218935,47,77.54427312304169
0,5,upstream:cql,2000.0,130.0,24.0,21.218537323872727,1999.989579629455,19619,486996,24.0,0.9999947898147274,45,83.33289915088008
0,6,upstream:bc,2050.0,120.0,26.0,23.486133959045524,2049.9530329156123,15830,347558,26.0,0.9999770892271279,33,78.844347419528
0,7,upstream:mopo,3500.0,80.0,56.0,39.109664821062914,3499.9392598480918,31466,440565,56.0,0.9999826456708834,41,62.498915354318605
0,8,pid,4600.0,70.0,55.0,41.17984526114261,4394.758261996899,43863,499976,42.20988471227835,0.9553822308688911,47,79.9046956725256
0,9,upstream:bcq,2000.0,130.0,28.0,26.531342909192926,1999.9053201425104,19266,283498,28.0,0.9999526600712552,28,71.42519000483458
0,10,upstream:mopo,2800.0,100.0,18.0,15.907640644478228,1557.1451329781303,19242,499976,18.0,0.5561232617779037,47,86.50806294274886
0,11,upstream:onlinelp,2350.0,110.0,15.0,16.204541927308703,1378.9021723560936,14350,499976,15.0,0.5867668818536569,47,91.9268114897934
0,12,upstream:onlinelp,2050.0,120.0,13.0,14.900459723222413,1305.420845622256,15537,499976,13.0,0.6367906564011004,47,100.41698812401648
0,13,upstream:td3_bc,2900.0,90.0,34.0,32.68489896332415,2857.4448543937474,22701,499976,34.0,0.9853258118599129,47,84.04249571721597
0,14,upstream:iql,4750.0,60.0,55.0,59.0708611406405,4749.953817111894,45721,310422,26.546776598732244,0.9999902772867145,30,86.36279667460468
0,15,upstream:combo,3450.0,80.0,30.0,21.67448820038784,2029.1852635798336,18742,499976,30.0,0.5881696416173431,46,67.639508785769
0,16,pid,2000.0,130.0,21.0,18.624465253734424,1999.910908148864,17013,347558,21.0,0.9999554540744321,33,95.23385276854005
0,17,upstream:iql,3500.0,80.0,26.0,34.06653966037498,2452.1334647105264,26265,499976,18.707330087631604,0.7006095613458647,47,94.31282556542673
0,18,upstream:td3_bc,2200.0,110.0,25.0,29.809030840763057,2091.345192231994,22210,499976,25.0,0.9506114510145428,47,83.65380768894515
0,19,upstream:onlinelp,2700.0,100.0,34.0,37.57933970823386,2699.911074843163,27013,499976,34.0,0.999967064756727,47,79.40914925985948
0,20,upstream:onlinelp,3100.0,90.0,3.0,2.996158119391064,235.8825705934034,2915,499976,3.0,0.07609115180432367,47,78.62752352851355
0,21,upstream:cql,2100.0,120.0,33.0,39.450660392269114,2099.951913539167,22245,472724,33.0,0.9999771016853176,43,63.634906470691014
0,22,upstream:bc,4850.0,60.0,67.0,57.952297470725036,4849.950623565873,48658,499976,46.03119764459895,0.9999898192919325,47,72.3873227396811
0,23,upstream:mopo,4100.0,70.0,52.0,47.304856480714285,4099.990553550037,41176,472724,40.98645894377277,0.9999976959878139,43,78.84597218350292
0,24,pid,2000.0,120.0,8.0,11.358004958852662,1999.9194991425638,11792,102153,1.8433483881840047,0.9999597495712819,17,249.9899373896956
0,25,upstream:bcq,4800.0,60.0,19.0,17.39474061746977,1393.775263128915,17662,499976,12.710943811490948,0.2903698464851906,47,73.3565927958726
0,26,upstream:mopo,3050.0,90.0,30.0,32.14209645492404,2829.627099025217,32626,499976,27.314318612638782,0.9277465898443334,47,94.32090330052617
0,27,upstream:onlinelp,4250.0,70.0,14.0,15.274832701263069,1342.1210178699441,16702,499976,7.464433133403421,0.31579318067528095,47,95.86578699002554
0,28,upstream:onlinelp,2850.0,100.0,41.0,43.05395501952058,2849.986819669616,30738,213958,41.0,0.9999953753226724,22,69.5118736503089
0,29,upstream:td3_bc,2250.0,110.0,23.0,21.25727260555918,1350.5933693493798,15115,499976,23.0,0.6002637197108355,31,58.721450841022076
0,30,upstream:iql,2000.0,130.0,18.0,17.725087434134654,1433.0833220083878,17584,499976,18.0,0.7165416610041939,47,79.6157401111348
0,31,upstream:combo,3900.0,80.0,42.0,53.81523683189923,3899.962461439068,41169,232158,31.175038003458443,0.9999903747279663,23,92.85624908166149
0,32,pid,2000.0,120.0,10.0,17.268429821526432,1999.9757980789302,14080,102153,3.600087128565757,0.9999878990394651,17,199.99757980589305
0,33,upstream:iql,3250.0,90.0,16.0,17.862222312036447,3249.9610709316607,18903,58691,3.1411498062818737,0.9999880218251264,14,203.1225669319593
0,34,upstream:td3_bc,4450.0,70.0,58.0,46.449252570261265,3919.952601774224,43672,499976,58.0,0.8808882251178032,47,67.58538968564595
0,35,upstream:onlinelp,3550.0,80.0,62.0,65.8993240938505,3549.9404390353175,33561,190027,62.0,0.9999832222634697,21,57.257103855316
0,36,upstream:onlinelp,2700.0,100.0,23.0,38.273141640384274,2699.963552922709,23733,166561,16.69043688531584,0.9999865010824848,20,117.38971969178131
0,37,upstream:cql,2100.0,110.0,11.0,13.272282382758464,2099.982816308405,10034,84376,3.65200987987433,0.9999918172897165,16,190.907528753574
0,38,upstream:bc,4650.0,60.0,33.0,23.601416062900864,4649.981563177831,25670,122625,5.9833148762803345,0.9999960350920066,18,140.90853221708304
0,39,upstream:mopo,2000.0,130.0,24.0,25.231803078320667,1999.9957688098502,21866,388611,24.0,0.9999978844049251,37,83.33315703339655
0,40,pid,3400.0,90.0,18.0,20.752509122899816,3399.9634857582823,34170,440565,4.086523760032663,0.9999892605171419,41,188.8868603188552
0,41,upstream:bcq,2650.0,100.0,23.0,32.52766557763131,2413.2102443272042,22135,499976,20.892633577018003,0.910645375217813,47,104.92218453550923
0,42,upstream:mopo,2300.0,110.0,33.0,32.79600607336656,2299.9475833660968,23552,213958,33.0,0.9999772101591725,22,69.69538131391295
0,43,upstream:onlinelp,4100.0,80.0,5.0,6.931851668591824,476.5039849757601,5596,499976,3.523359135957272,0.11622048414042929,46,95.300796993246
0,44,upstream:onlinelp,4800.0,60.0,22.0,14.650494690426164,1091.312175781846,13574,499976,22.0,0.2273567032878846,47,49.60509889894934
0,45,upstream:td3_bc,4450.0,70.0,39.0,44.39066645695065,4322.978807070112,40855,499976,15.553340798738361,0.9714559117011489,47,110.84561043741097
0,46,upstream:iql,2000.0,130.0,9.0,14.358650941558203,1999.9842398587245,9762,25786,3.0800735422685794,0.9999921199293623,3,222.22047109294473
0,47,upstream:combo,2050.0,120.0,16.0,17.770805265273605,2049.9915178184533,12322,35211,14.035190505811885,0.999995862350465,9,128.12446986285258
